"title","director","release_year","runtime","subtitle","description","genres","female_protagonist","lgbtq_protagonist","white_protagonist","political/social_or_moral_topic","experimental","cast","watched","avg_rating","X0.5","X1","X1.5","X2","X2.5","X3","X3.5","X4","X4.5","X5","fans","liked","total_ratings","polarization"
"Viva High School Musical: Mexico","Eduardo Ripari",2008,100,"","Football captain Cristóbal discovers that his neighbor and classmate, Mariana, has changed a lot over the summer. Meanwhile, Luli is still as vain as ever and overshadows her poor brother, Fernando. As a new year begins at High School Mexico (HSM, initially interpreted), the school has announced a “Battle of the Bands” contest hosted by Jesse & Joy. Working against the clock and with limited resources, Cristobal, Mariana, and a few of their peers unite as a band. In a desperate effort, Luli dares the impossible task of separating Cristobal from his friends. But only one band will be the winner; the one who understands that teamwork, personal development, and hard work will not only make them better artists but also better people. ×","Comedy---Drama---TV Movie---Romance---Family---Music","Yes","Unknown","Unknown","Teamwork and personal development","No","Cristóbal Orellana---Mariana Magaña---Mar Contreras---Fernando Soberanes---Juan Carlos Flores---Fabiola Paulin---Jorge Blanco---Stephie Camarena---César Viramontes---Paulina Holguín---Carolina Ayala---Juan Manuel Bernal---Lumi Cavazos---Lisa Owen---Víctor Huggo Martin---Álvaro Guerrero---Carmen Beato---Joy Huerta---Jesse Huerta---Carla Medina---Roger González",1383,2.7,133,131,71,108,61,82,33,43,5,82,1,192,749,2.13807605491443
"My Little Pony: Rainbow Roadtrip","Gillian Comerford",2019,60,"","When Twilight Sparkle and her friends arrive in Hope Hollow, they find the town and all its residents completely devoid of color their dream vacation is starting to feel more like a nightmare. The Mane 6 will have to solve the mystery behind this washed-out world if they hope to bring the ‘rainbow’ back to the Rainbow Festival and color back to the lives of their new friends.","Animation---Family","Yes","No","Yes","Friendship and community restoration","No","Ashleigh Ball---Andrea Libman---Tabitha St. Germain---Tara Strong---Cathy Weseluck---Ian Hanlin---Kelly Metzger---Rhona Rhees---Racquel Belmonte---Michael Daingerfield",2144,3.3,14,22,24,80,103,333,244,237,63,231,6,577,1351,1.95417474687532
"Claire of the Moon","Nicole Conn",1992,105,"One woman’s journey into her sexual identity.","Claire of the Moon is set in the 1990s in the Pacific Northwest. Claire Jabrowski, a famous heterosexual author, decides to attend a retreat for all-female writers. Claire’s rommate at the retreat is Dr. Noel Benedict, author of a book called The Naked Truth. The movie culminates in a sexual encounter between the two authors.","Romance---Drama","Yes","Yes","Yes","LGBTQ+ identity and coming out","No","Trisha Todd---Karen Trumbo---Faith McDevitt---Craig Damen---Leslie Hidula---Caren Graham---Sheila Dickenson---Patricia Blem---Melissa Mitchell---Gathering Marbet---Sherilyn Lawson---Misti Cooper---Doug Rouhier",696,3.1,18,35,31,62,62,93,43,40,10,30,2,105,424,2.15689748999297
"The Chosen","Jeremy Kagan",1981,105,"One boy. Two worlds. A time to choose.","In a 1940s New York, two Jewish teenage boys are determined to remain friends despite the deep differences between their two families.","","No","No","Yes","Zionism and Jewish identity","No","Barry Miller---Robby Benson---Maximilian Schell---Rod Steiger---Hildy Brooks---Kaethe Fine---Ron Rifkin---Robert John Burke---Lonny Price---Evan Handler---Douglas Warhit---Jeffrey Marcus---Stuart Charno---Richard Lifschutz---Clement Fowler---John Pankow---Richard Ziman---Bruce MacVittie---E.D. Miller---Jack Hollander---Elaine Kagan---Kathryn Conners---Iva Rifkin---Val Avery---Danton Stone---Mark Nelson---Frank Maxwell",1810,3.4,3,17,21,64,95,277,278,234,61,86,5,355,1136,1.88835302714185
"Rags","Bille Woodruff",2012,88,"","Rags follows the story of Charlie Prince, an orphan living with his acerbic and unloving stepfather and spoiled, simple-minded stepbrothers. Charlie’s dream is to be a singer, and while he is vocally talented and can write music, he can’t seem to catch a break. Kadee Worth, on the other hand, is the daughter of music mogul Reginald Worth and is an international pop phenomenon. While the world knows her as a glamorous superstar, she is secretly frustrated with singing other people’s songs and wearing clothes other people choose for her. Kadee wants the world to hear and see her true talent. Despite every obstacle that gets thrown in their way, once Charlie and Kadee find one another, they each finally get what they have been looking for – a voice, a stage, an audience and each other. ×","Drama---TV Movie---Music---Comedy","No","Unknown","No","No","No","Keke Palmer---Max Schneider---Isaiah Mustafa---Avan Jogia---Drake Bell---Burkely Duffield---Robert Moloney---Keenan Tracey---Devon Weigel---Christina Sicoli---Zak Santiago---Tracy Spiridakos---Carlena Britch---Terence Kelly---Tom Pickett---Nick Cannon---Luisa d'Oliveira---Niki Wipf---Travis Turner",20110,3.4,98,233,247,698,733,1796,1271,1674,434,2294,152,4373,9478,1.99888990126751
"Witless Protection","Charles Robert Carner",2008,97,"Protecting America’s assets.","When a small-town sheriff witnesses what he believes to be an attempted kidnapping, his effort to save the beautiful damsel in distress sets him down a wild path of comic mishap.","Adventure---Action---Comedy---Crime","No","Unknown","Yes","No","No","Larry the Cable Guy---Ivana Miličević---Jenny McCarthy-Wahlberg---Yaphet Kotto---Peter Stormare---Eric Roberts---Joe Mantegna---Kurt Naebig---Richard Bull---J. David Moeller---Will Clinger---Omar Dykes---Reno Collier---Dan Waller---Rick LeFevour---Joseph Luis Caballero---Sean Bridgers---Gerry Bednob---Claudia Michelle Wallace---Emir Yonzon---Gary Tippett---Jesse Dabson---Jessica Grace Orr---Michael Carner---Gail Rastorfer---Lynnette Gaza---Angelina Lyubomirova",1942,2,361,275,136,132,67,83,32,23,4,27,2,111,1140,1.85529338552288
"Rihanna - Good Girl Gone Bad Live","Paul Caslin",2008,135,"","The award-winning singer performs live at the MEN Arena in Manchester in December 2007. Tracks include: ‘Umbrella’, ‘S.O.S.’, ‘Don’t Stop the Music’, ‘Shut Up and Drive’, and many more.","","Yes","Unknown","No","No","No","Rihanna",571,3.6,1,3,2,7,4,36,31,61,13,120,NA,114,278,1.60634190025946
"Fire with Fire","Duncan Gibbins",1986,103,"Two lovers. One chance. No time.","A young woman from a Catholic school and a young man from a nearby prison camp fall in love and run away together to escape the law, the church and their parents.","Romance---Drama","Yes","No","Yes","No","No","Craig Sheffer---Virginia Madsen---Jon Polito---J.J. Cohen---Kate Reid---Jean Smart---Kari Wuhrer---D. B. Sweeney---William G. Schilling---David Harris---Tim Russ---Penelope Sudrow",1219,3.3,4,13,17,69,101,234,125,106,33,83,18,322,785,1.94989761706076
"Razzia","Nabil Ayouch",2017,109,"","Morocco, from the past to the present. Five people who are connected to each other – Abdallah, Salima, Joe, Hakim, and Inès – without realizing it. Different faces, different struggles, but one same breath. One city, Casablanca as a fragment of reality, as the myth of a film entirely shot in Hollywood studios, which reality has come back to claim.","","Yes","Unknown","No","Extremism and social marginalization in Morocco","No","Maryam Touzani---Arieh Worthalter---Amine Ennaji---Abdelilah Rachid---Abdellah Didane---Dounia Binebine---Saadia Ladib---Younes Bouab---Maha Boukhari---Ahmed El Idrissi Amrani---Nezha Tebbai---David El Baz---Marwa Tiyane---Fatim-Zahra Lahouitar---Mohamed Zarouki---El Housseine Dejjiti",1622,3.3,20,33,29,81,90,234,213,221,49,69,9,287,1039,2.01027664877282
"He Never Left","James Morris",2023,89,"Some legends refuse to die.","After hearing disturbing noises from the next motel room, a fugitive on the run and his girlfriend become prey to the notoriously brutal ‘Pale Face’ killer, whose legend has haunted the local community for decades.","Thriller---Crime---Horror","No","Unknown","Yes","No","No","Colin Cunningham---Jessica Staples---James Morris---Charla Bocchicchio---David E. McMahon---Jake Watters---Alicia Oberle Farmer---William McAllister---Sean D. Hunter",928,2.7,24,85,77,186,101,103,65,74,35,21,NA,211,771,2.13138104762729
"Ringo and His Golden Pistol","Sergio Corbucci",1966,87,"","A Mexican bandit teams up with a band of renegade Native Americans to avenge his older brothers when they are killed by a prankster, gold-obsessed bounty hunter.","","No","No","Yes","Revenge and conflict involving Native Americans and bounty hunting","No","Mark Damon---Valeria Fabrizi---Franco De Rosa---Giulia Rubini---Loris Loddi---Andrea Aureli---Ettore Manni---Pippo Starnazza---Nino Vingelli---John Bartha---Vittorio Bonos---Bruno Scipioni---Silvana Bacci---Giulio Maculani---Giovanni Cianfriglia---Evaristo Signorini---Ivan Basta---Lucio De Santis---Mauro Mannatrizio",791,3.2,2,9,17,64,117,216,114,42,5,10,NA,136,596,1.72294077822437
"Love Nonetheless","Hideo Jojo",2022,107,"","Koji runs a second-hand bookstore. He likes female drummer Ichihana, but, suddenly, female high school student Misaki appears in front of him and keeps confesses her feelings for him.","Romance---Drama","No","No","Unknown","Relationships, love, sex, and marriage","No","Koji Seto---Honami Sato---Yuumi Kawai---Ayumu Nakajima---Jotaro Tozuka---Yuka Kouri---Katsuya Maiguma---Kaishi Iwao",513,3.3,5,12,12,32,45,130,78,39,7,6,NA,75,366,1.832300248196
"Applause","Rouben Mamoulian",1929,80,"She gave youth and beauty for Applause","This early example of the “backstage” musical genre tells the story of Kitty Darling, a fading burlesque star who tries to save her convent-educated daughter April from following in mom’s footsteps.","Drama---Music","Yes","No","Yes","Sacrifice and redemption in the context of burlesque and family","Yes","Helen Morgan---Joan Peers---Fuller Mellish Jr.---Jack Cameron---Henry Wadsworth---Mack Gray---Dorothy Cumming",2527,3.5,5,10,19,65,114,332,415,355,123,82,3,520,1520,1.82306361279906
"Joe Hill","Bo Widerberg",1971,114,"“I dreamed I saw Joe Hill last night. Alive as you or me. Says I, but Joe you’re ten years dead. I never died says he.”","In the early 1900s, the legendary Joe Hill emigrates with his brother to the United States. But after a short time, he loses touch with his brother. Joe gets a few jobs but is struck by all the injustice and tragedy going on. He becomes active in the forbidden union IWW, a union for workers without trades. It is forbidden to demonstrate and to speak in public but Joe gets around that by singing his manifests with the Salvation Army. He manages to get more and more people to go on strike with him but he also makes powerful enemies doing that. Finally he gets connected with a murder and during the trial he fires his lawyer and takes upon himself to become his own defender. ×","","No","No","Yes","Labor activism, social justice","No","Thommy Berggren---Anja Schmidt---Kelvin Malave---Evert Anderson---Cathy Smith---Hasse Persson---David Moritz---Richard Weber---Joel Miller---Robert Faeder---Wendy Geier---Liska March---Michael Logan---Karl I. Dambacher Jr.---Frank Molinari",832,3.6,1,5,3,24,40,126,144,166,47,33,7,159,589,1.785679508589
"Baxter, Vera Baxter","Marguerite Duras",1977,95,"","In an empty villa, Vera Baxter sits and contemplates her life, as she recounts to a woman who was drawn to the villa when she heard the name Vera Baxter pronounced. Vera tells her about her no-good husband, who has been using her to keep his failing business afloat, up to her present love affair.","Mystery---Drama","Yes","Unknown","Yes","Existential emptiness and the constraints of bourgeois marriage","Yes","Delphine Seyrig---Noëlle Châtelet---Claudine Gabay---Gérard Depardieu---Nathalie Nell---Claude Aufaure---François Périer---Marguerite Duras",4620,3.5,39,93,65,207,190,515,521,700,271,216,21,1116,2817,2.02346486756901
"xXx: Return of Xander Cage","D.J. Caruso",2017,107,"There are no more patriots, just rebels and tyrants.","Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons.","Action---Adventure---Crime","No","Unknown","No","No","No","Vin Diesel---Donnie Yen---Ruby Rose---Toni Collette---Samuel L. Jackson---Ice Cube---Rory McCann---Nina Dobrev---Deepika Padukone---Tony Jaa---Kris Wu---Hermione Corfield---Michael Bisping---Shawn Roberts---Tony Gonzalez---Ariadna Gutiérrez---Andrey Ivchenko---Nicky Jam---Neymar---Al Sapienza---Helena-Alexis Seymour---Megan Soo---Kristen Kurnik---Bailey Rose King---Pilar Cruz---Charles Carroll---Héctor Aníbal---Curtis Fletcher---Terry Chen---Jenny Itwaru---Julie Abcede---Josh Pagcaliwangan---Nyjah Huston---Roberta Mancino---Nina Buitrago---Dani Lightningbolt---Courtney Friel---Jelena Savić---Glorianna Sulbaran---Rebecca Leung---Daniel Kash",93491,2.2,3017,6197,5504,12170,8051,10043,3413,2715,374,1273,32,7247,52757,2.0467781093015
"The Green Hornet","Michel Gondry",2011,119,"Breaking the Law to Protect It.","Britt Reid, the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father dies, Britt meets Kato, a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city’s most-powerful criminal, Chudnofsky.","Crime---Comedy---Action","No","Unknown","Yes","No","No","Seth Rogen---Jay Chou---Cameron Diaz---Tom Wilkinson---Christoph Waltz---Edward James Olmos---David Harbour---Chad L. Coleman---Jamie Harris---Edward Furlong---Jill Remez---Joe O'Connor---Morgan Rusler---Joshua Erenberg---Lio Tipton---Taylor Cole---Robert Clotworthy---Jamison Yang---Michael Holden---Irene White---Gary Davis---Billy Mayo---Brandon Rudat---Beverly Brooks---Lu Parker---George Fisher---Diane Mizota---Theodore Bressman---Dave Rickley---Dina Mamedoya---Tanner Gill---George Fisher---Daniel Arrias---Eddie Perez---Bryan Thompson---Reuben Langdon---Amir Abdalla---Alexandra Lord---Christy Petersen---Frederick C. Ruiz---Keith Adams---Dennis Keiffer---Travon Magee---David Powledge---Jerry Trimble---Melissa Barker---James Franco---Thomas Rosales Jr.---Matt McColm---John Koyama---Joey Courteau",214728,2.4,2951,8710,9462,25522,20964,24543,9466,4886,664,1146,41,15593,108314,1.94080112992423
"Mr. Topaze","Peter Sellers",1961,97,"","Mr. Topaze is an unassuming school teacher in an unassuming small French town, who is honest to a fault. He is fired when he refuses to give a passing grade to a bad student, the grandson of a wealthy baroness. Castel Benac, a government official who runs a crooked financial business on the side, is persuaded by his mistress, Suzy, a musical comedy actress, to hire Mr. Topaze as the front man for his business. Gradually, Topaze becomes a rapacious financier who sacrifices his honesty for success and, in a final stroke of business bravado, fires Benac and acquires Suzy in the deal. An old friend and colleague, Tamise questions him and tells Topaze that what he now says and practices indicates there are no more honest men. ×","Comedy---Drama","No","No","Yes","Moral corruption and integrity","No","Peter Sellers---Herbert Lom---Leo McKern---Michael Gough---John Neville---Martita Hunt---Nadia Gray---Anne Leon---Billie Whitelaw---Joan Sims---John Le Mesurier---Pauline Shepherd---Thomas Gallagher",517,3.2,2,4,9,35,71,144,67,27,4,6,NA,79,369,1.69278906489746
